Transaction_ID,Date,Customer_ID,Product_Category,Segment,Region,Sales_Amount,Quantity,Discount_Rate,Profit_Margin,Payment_Method,Returns,Total_Profit,Quarter,High_Margin_Flag,Customer_Tier,Sales_Performances
TSC-7725,04-06-23,CUST-795,Personal Care,Corporate,East,4837.52,6,0.28,0.08,Debit Card,0,387.0,Q2,Low,Gold,Top Performer
TSC-7726,05-07-24,CUST-299,Personal Care,Home Office,East,665.33,6,0.03,0.12,Credit Card,0,79.84,Q2,Low,Bronze,Below Average
TSC-7727,02-07-22,CUST-702,Personal Care,Corporate,North,2561.03,6,0.15,0.19,PayPal,0,486.6,Q1,Low,Silver,Average
TSC-7728,03-20-23,CUST-739,Home Appliances,Corporate,East,305.46,1,0.05,0.37,Debit Card,0,113.02,Q1,High,Bronze,Below Average
TSC-7729,,CUST-642,Electronics,Corporate,Central,1640.02,3,0.18,0.2,Debit Card,0,328.0,Q1,Low,Silver,Below Average
TSC-7730,03-12-22,CUST-132,Home Appliances,Consumer,North,3121.98,3,0.07,0.08,Net Banking,0,249.76,Q1,Low,Gold,Top Performer
TSC-7731,,CUST-431,Home Appliances,Consumer,South,4213.23,8,0.23,0.12,Debit Card,0,505.59,Q1,Low,Gold,Top Performer
TSC-7732,03-06-23,CUST-331,Office Supplies,Consumer,North,3665.13,6,0.19,0.24,Debit Card,0,879.63,Q1,Low,Gold,Top Performer
TSC-7733,12-07-22,CUST-334,Office Supplies,Consumer,Central,2341.14,2,0.17,0.11,PayPal,0,257.53,Q4,Low,Silver,Average
TSC-7734,10-09-23,CUST-166,Home Appliances,Corporate,Central,4550.65,1,0.25,0.07,Debit Card,0,318.55,Q4,Low,Gold,Top Performer
TSC-7735,02-03-22,CUST-927,Entertainment,Home Office,South,1548.44,4,0.15,0.3,UPI,0,464.53,Q1,Low,Silver,Below Average
TSC-7736,09-25-24,CUST-480,Office Supplies,Home Office,North,3782.22,1,0.08,0.32,UPI,0,1210.31,Q3,High,Gold,Top Performer
TSC-7737,04-05-22,CUST-295,Home Appliances,Consumer,Central,2396.34,5,0.19,0.35,Credit Card,0,838.72,Q2,High,Silver,Average
TSC-7738,05-13-24,CUST-222,Electronics,Home Office,Central,,8,0.29,0.35,UPI,0,1574.39,Q2,High,Bronze,Below Average
TSC-7739,03-12-23,CUST-613,Entertainment,Consumer,South,3997.29,10,0.18,0.18,UPI,0,719.51,Q1,Low,Gold,Top Performer
TSC-7740,03-26-22,CUST-495,Personal Care,Home Office,West,4512.27,2,0.19,0.31,Net Banking,0,1398.8,Q1,High,Gold,Top Performer
TSC-7741,06-22-23,CUST-822,Home Appliances,Consumer,North,1110.53,8,0.28,0.25,UPI,0,277.63,Q2,Low,Bronze,Below Average
TSC-7742,07-24-22,CUST-353,Home Appliances,Consumer,Central,3357.34,8,0.15,0.06,Debit Card,0,201.44,Q3,Low,Gold,Top Performer
TSC-7743,01-19-22,CUST-993,Entertainment,Consumer,East,3705.39,6,0.3,0.19,Net Banking,0,704.02,Q1,Low,Gold,Top Performer
TSC-7744,05-08-24,CUST-977,Office Supplies,Home Office,South,3724.95,8,0.05,0.07,UPI,0,260.75,Q2,Low,Gold,Top Performer
TSC-7745,09-19-22,CUST-567,Office Supplies,Consumer,West,,2,0.16,0.08,Debit Card,0,203.58,Q3,Low,Bronze,Below Average
TSC-7746,06-24-23,CUST-889,Office Supplies,Consumer,West,105.69,7,0.06,0.07,Credit Card,0,7.4,Q2,Low,Bronze,Below Average
TSC-7747,02-23-23,CUST-473,Personal Care,Home Office,South,1344.08,8,0.14,0.39,Net Banking,0,524.19,Q1,High,Bronze,Below Average
TSC-7748,10-07-23,CUST-930,Entertainment,Home Office,West,1650.34,4,0.05,0.35,Debit Card,0,577.62,Q4,High,Silver,Below Average
TSC-7749,09-11-23,CUST-124,Entertainment,Consumer,Central,4267.58,9,0.07,0.2,Net Banking,0,853.52,Q3,Low,Gold,Top Performer
TSC-7750,02-23-23,CUST-396,Office Supplies,Corporate,West,4212.38,6,0.06,0.14,Credit Card,0,589.73,Q1,Low,Gold,Top Performer
TSC-7751,03-27-23,CUST-825,Office Supplies,Consumer,North,568.17,3,0.1,0.08,Credit Card,0,45.45,Q1,Low,Bronze,Below Average
TSC-7752,08-19-22,CUST-610,Electronics,Consumer,East,4751.69,4,0.04,0.2,Net Banking,0,950.34,Q3,Low,Gold,Top Performer
TSC-7753,03-27-23,CUST-605,Electronics,Consumer,Central,953.16,4,0.24,0.26,Debit Card,0,247.82,Q1,Low,Bronze,Below Average
TSC-7754,08-20-22,CUST-777,Home Appliances,Consumer,South,2101.08,1,0.07,0.33,PayPal,0,693.36,Q3,High,Silver,Average
TSC-7755,04-19-24,CUST-286,Home Appliances,Corporate,East,1115.03,10,0.12,0.07,Net Banking,0,78.05,Q2,Low,Bronze,Below Average
TSC-7756,11-29-22,CUST-194,Entertainment,Corporate,Central,4308.65,1,0.0,0.2,PayPal,0,861.73,Q4,Low,Gold,Top Performer
TSC-7757,05-15-22,CUST-541,Entertainment,Consumer,East,3759.54,1,0.03,0.39,Debit Card,0,1466.22,Q2,High,Gold,Top Performer
TSC-7758,04-02-22,CUST-573,Personal Care,Corporate,West,1799.97,4,0.27,0.09,UPI,0,162.0,Q2,Low,Silver,Below Average
TSC-7759,03-23-24,CUST-985,Personal Care,Corporate,South,3425.3,1,0.25,0.19,Net Banking,0,650.81,Q1,Low,Gold,Top Performer
TSC-7760,11-26-23,CUST-720,Electronics,Consumer,South,962.62,6,0.25,0.15,Credit Card,1,144.39,Q4,Low,Bronze,Below Average
TSC-7761,03-26-23,CUST-831,Home Appliances,Consumer,North,1942.37,2,0.12,0.1,UPI,0,194.24,Q1,Low,Silver,Below Average
TSC-7762,07-07-24,CUST-503,Electronics,Corporate,West,1916.68,1,0.04,0.34,Debit Card,0,651.67,Q3,High,Silver,Below Average
TSC-7763,05-05-22,CUST-257,Electronics,Corporate,North,1227.79,7,0.03,0.29,Credit Card,0,356.06,Q2,Low,Bronze,Below Average
TSC-7764,05-15-24,CUST-466,Home Appliances,Corporate,North,4387.74,6,0.18,0.19,Net Banking,0,833.67,Q2,Low,Gold,Top Performer
TSC-7765,07-30-22,CUST-374,Personal Care,Corporate,West,3410.29,1,0.25,0.18,Debit Card,1,613.85,Q3,Low,Gold,Top Performer
TSC-7766,02-24-24,CUST-310,Home Appliances,Consumer,Central,,10,0.27,0.34,Net Banking,0,488.14,Q1,High,Bronze,Below Average
TSC-7767,08-14-23,CUST-903,Office Supplies,Corporate,North,1248.5,9,0.09,0.08,UPI,0,99.88,Q3,Low,Bronze,Below Average
TSC-7768,11-15-23,CUST-604,Office Supplies,Consumer,East,138.87,6,0.1,0.1,Net Banking,0,13.89,Q4,Low,Bronze,Below Average
TSC-7769,10-13-22,CUST-186,Office Supplies,Home Office,Central,1765.58,2,0.03,0.37,Credit Card,0,653.26,Q4,High,Silver,Below Average
TSC-7770,06-17-23,CUST-250,Entertainment,Corporate,West,2657.52,7,0.23,0.34,Net Banking,0,903.56,Q2,High,Silver,Average
TSC-7771,07-02-22,CUST-636,Personal Care,Consumer,South,1424.67,3,0.08,0.32,UPI,0,455.89,Q3,High,Bronze,Below Average
TSC-7772,08-25-22,CUST-344,Personal Care,Consumer,Central,3517.27,7,0.14,0.27,UPI,0,949.66,Q3,Low,Gold,Top Performer
TSC-7773,11-23-23,CUST-260,Entertainment,Home Office,North,,9,0.28,0.15,Credit Card,0,313.22,Q4,Low,Bronze,Below Average
TSC-7774,01-20-22,CUST-574,Electronics,Consumer,East,1615.77,5,0.23,0.38,PayPal,0,613.99,Q1,High,Silver,Below Average
TSC-7775,01-01-22,CUST-272,Office Supplies,Corporate,West,4698.34,1,0.02,0.22,PayPal,0,1033.63,Q1,Low,Gold,Top Performer
TSC-7776,04-01-24,CUST-450,Office Supplies,Corporate,South,1350.86,5,0.0,0.15,Net Banking,0,202.63,Q2,Low,Bronze,Below Average
TSC-7777,05-01-23,CUST-534,Electronics,Corporate,East,2021.38,8,0.24,0.18,UPI,0,363.85,Q2,Low,Silver,Below Average
TSC-7778,07-08-22,CUST-735,Home Appliances,Consumer,South,1942.34,8,0.17,0.06,Debit Card,0,116.54,Q3,Low,Silver,Below Average
TSC-7779,01-12-22,CUST-613,Home Appliances,Corporate,West,1243.93,3,0.22,0.14,Debit Card,0,174.15,Q1,Low,Bronze,Below Average
TSC-7780,07-17-22,CUST-165,Personal Care,Home Office,Central,1126.51,4,0.05,0.12,UPI,0,135.18,Q3,Low,Bronze,Below Average
TSC-7781,12-04-22,CUST-850,Entertainment,Home Office,North,1546.78,8,0.26,0.1,Debit Card,1,154.68,Q4,Low,Silver,Below Average
TSC-7782,06-30-23,CUST-478,Personal Care,Corporate,West,4327.97,8,0.23,0.06,Credit Card,0,259.68,Q2,Low,Gold,Top Performer
TSC-7783,03-18-22,CUST-518,Home Appliances,Home Office,East,3847.06,7,0.27,0.13,Net Banking,0,500.12,Q1,Low,Gold,Top Performer
TSC-7784,12-04-22,CUST-951,Electronics,Corporate,Central,3420.95,6,0.1,0.09,UPI,0,307.89,Q4,Low,Gold,Top Performer
TSC-7785,04-18-24,CUST-276,Personal Care,Consumer,South,2312.66,4,0.08,0.07,Net Banking,0,161.89,Q2,Low,Silver,Average
TSC-7786,03-17-23,CUST-650,,Corporate,Central,2563.38,10,0.05,0.1,Credit Card,0,256.34,Q1,Low,Silver,Average
TSC-7787,03-07-24,CUST-816,,Consumer,Central,1372.34,9,0.28,0.12,Debit Card,0,164.68,Q1,Low,Bronze,Below Average
TSC-7788,02-25-22,CUST-900,Electronics,Consumer,East,417.86,2,0.05,0.2,UPI,0,83.57,Q1,Low,Bronze,Below Average
TSC-7789,03-14-24,CUST-222,Home Appliances,Consumer,North,1688.65,2,0.04,0.25,Credit Card,0,422.16,Q1,Low,Silver,Below Average
TSC-7790,02-15-24,CUST-257,Office Supplies,Home Office,Central,2503.14,1,0.06,0.16,Credit Card,0,400.5,Q1,Low,Silver,Average
TSC-7791,01-01-23,CUST-365,Office Supplies,Corporate,Central,333.7,3,0.23,0.1,Net Banking,0,33.37,Q1,Low,Bronze,Below Average
TSC-7792,05-16-24,CUST-551,Entertainment,Corporate,North,486.75,3,0.27,0.38,UPI,0,184.96,Q2,High,Bronze,Below Average
TSC-7793,01-29-22,CUST-443,Personal Care,Consumer,North,1351.97,4,0.24,0.23,Net Banking,0,310.95,Q1,Low,Bronze,Below Average
TSC-7794,02-24-24,CUST-127,Home Appliances,Consumer,South,1867.05,3,0.17,0.31,Net Banking,0,578.79,Q1,High,Silver,Below Average
TSC-7795,02-14-23,CUST-617,Personal Care,Consumer,South,1996.92,10,0.3,0.29,Credit Card,0,579.11,Q1,Low,Silver,Below Average
TSC-7796,06-13-22,CUST-702,Home Appliances,Corporate,North,633.54,6,0.02,0.15,Net Banking,0,95.03,Q2,Low,Bronze,Below Average
TSC-7797,08-23-23,CUST-490,Office Supplies,Consumer,West,1167.82,9,0.26,0.25,Debit Card,0,291.96,Q3,Low,Bronze,Below Average
TSC-7798,05-10-24,CUST-905,Entertainment,Consumer,North,1345.15,8,0.13,0.26,Debit Card,1,349.74,Q2,Low,Bronze,Below Average
TSC-7799,12-01-23,CUST-941,Personal Care,Consumer,South,384.79,6,0.14,0.17,Credit Card,0,65.41,Q4,Low,Bronze,Below Average
TSC-7800,07-17-23,CUST-295,Office Supplies,Corporate,East,1664.19,8,0.04,0.28,Net Banking,0,465.97,Q3,Low,Silver,Below Average
TSC-7801,11-10-23,CUST-434,Home Appliances,Home Office,East,407.5,8,0.01,0.33,Debit Card,1,134.48,Q4,High,Bronze,Below Average
TSC-7802,06-01-24,CUST-252,Personal Care,Corporate,Central,3532.12,10,0.09,0.18,PayPal,0,635.78,Q2,Low,Gold,Top Performer
TSC-7803,05-23-22,CUST-805,Personal Care,Consumer,East,1960.94,6,0.05,0.06,PayPal,0,117.66,Q2,Low,Silver,Below Average
TSC-7804,09-14-24,CUST-830,Office Supplies,Consumer,South,1667.42,2,0.15,0.17,Net Banking,0,283.46,Q3,Low,Silver,Below Average
TSC-7805,03-30-22,CUST-905,Personal Care,Consumer,East,676.28,5,0.04,0.09,Credit Card,0,60.87,Q1,Low,Bronze,Below Average
TSC-7806,07-05-22,CUST-110,Entertainment,Consumer,West,1171.19,4,0.04,0.1,Debit Card,0,117.12,Q3,Low,Bronze,Below Average
TSC-7807,07-08-23,CUST-951,Entertainment,Consumer,North,1201.89,6,0.26,0.18,UPI,0,216.34,Q3,Low,Bronze,Below Average
TSC-7808,02-11-23,CUST-252,Office Supplies,Consumer,North,4926.76,2,0.28,0.12,UPI,0,591.21,Q1,Low,Gold,Top Performer
TSC-7809,11-04-22,CUST-594,Home Appliances,Consumer,South,4184.98,4,0.29,0.38,Debit Card,0,1590.29,Q4,High,Gold,Top Performer
TSC-7810,09-07-24,CUST-299,Office Supplies,Consumer,Central,125.55,8,0.2,0.28,Net Banking,0,35.15,Q3,Low,Bronze,Below Average
TSC-7811,,CUST-360,Entertainment,Consumer,North,3103.34,1,0.23,0.23,PayPal,0,713.77,Q1,Low,Gold,Average
TSC-7812,01-12-22,CUST-435,Electronics,Corporate,East,1316.75,3,0.25,0.05,PayPal,0,65.84,Q1,Low,Bronze,Below Average
TSC-7813,01-04-24,CUST-246,Electronics,Home Office,West,566.67,4,0.2,0.09,Debit Card,1,51.0,Q1,Low,Bronze,Below Average
TSC-7814,11-30-23,CUST-931,Personal Care,Home Office,Central,3542.72,2,0.1,0.33,PayPal,0,1169.1,Q4,High,Gold,Top Performer
TSC-7815,02-21-24,CUST-585,Personal Care,Consumer,Central,701.45,2,0.05,0.19,Debit Card,0,133.28,Q1,Low,Bronze,Below Average
TSC-7816,08-05-22,CUST-718,Electronics,Consumer,Central,2246.52,6,0.07,0.07,Credit Card,0,157.26,Q3,Low,Silver,Average
TSC-7817,05-27-22,CUST-454,Entertainment,Home Office,North,3179.22,6,0.25,0.34,PayPal,0,1080.93,Q2,High,Gold,Top Performer
TSC-7818,04-02-22,CUST-703,Personal Care,Consumer,Central,2794.75,3,0.21,0.16,Net Banking,0,447.16,Q2,Low,Silver,Average
TSC-7819,09-29-23,CUST-433,Office Supplies,Home Office,South,4889.26,8,0.14,0.19,PayPal,0,928.96,Q3,Low,Gold,Top Performer
TSC-7820,12-30-22,CUST-186,Office Supplies,Corporate,East,3939.43,3,0.01,0.39,Debit Card,0,1536.38,Q4,High,Gold,Top Performer
TSC-7821,11-26-23,CUST-364,Entertainment,Home Office,West,3882.26,2,0.08,0.06,UPI,0,232.94,Q4,Low,Gold,Top Performer
TSC-7822,06-25-24,CUST-601,Personal Care,Home Office,East,1810.2,5,0.22,0.3,PayPal,0,543.06,Q2,Low,Silver,Below Average
TSC-7823,03-26-22,CUST-105,Office Supplies,Corporate,South,91.56,7,0.15,0.38,Debit Card,0,34.79,Q1,High,Bronze,Below Average
TSC-7824,09-22-24,CUST-310,Personal Care,Corporate,South,3685.33,1,0.13,0.07,PayPal,0,257.97,Q3,Low,Gold,Top Performer
TSC-7825,12-26-22,CUST-734,Personal Care,Consumer,East,4998.67,2,0.09,0.35,PayPal,0,1749.53,Q4,High,Gold,Top Performer
TSC-7826,05-07-24,CUST-203,Office Supplies,Consumer,North,2059.1,2,0.18,0.2,PayPal,0,411.82,Q2,Low,Silver,Below Average
TSC-7827,12-05-23,CUST-490,Electronics,Consumer,South,4928.32,8,0.29,0.36,UPI,0,1774.2,Q4,High,Gold,Top Performer
TSC-7828,04-20-23,CUST-131,Office Supplies,Consumer,Central,751.46,10,0.27,0.16,Debit Card,0,120.23,Q2,Low,Bronze,Below Average
TSC-7829,10-27-23,CUST-340,Entertainment,Consumer,West,1517.74,6,0.01,0.39,Credit Card,1,591.92,Q4,High,Silver,Below Average
TSC-7830,05-22-24,CUST-559,Home Appliances,Consumer,West,895.1,4,0.14,0.28,Net Banking,0,250.63,Q2,Low,Bronze,Below Average
TSC-7831,04-26-23,CUST-282,Office Supplies,Home Office,South,2402.12,4,0.1,0.27,UPI,0,648.57,Q2,Low,Silver,Average
TSC-7832,07-04-23,CUST-979,Personal Care,Consumer,Central,3995.06,5,0.15,0.33,Net Banking,0,1318.37,Q3,High,Gold,Top Performer
TSC-7833,04-19-22,CUST-585,Personal Care,Consumer,East,1736.28,3,0.18,0.2,Net Banking,0,347.26,Q2,Low,Silver,Below Average
TSC-7834,04-08-23,CUST-478,Office Supplies,Consumer,West,4535.83,4,0.06,0.14,Credit Card,0,635.02,Q2,Low,Gold,Top Performer
TSC-7835,06-11-23,CUST-403,Home Appliances,Corporate,Central,2746.91,4,0.23,0.14,PayPal,0,384.57,Q2,Low,Silver,Average
TSC-7836,06-19-24,CUST-809,Office Supplies,Consumer,Central,2353.85,7,0.14,0.17,Credit Card,0,400.15,Q2,Low,Silver,Average
TSC-7837,04-16-24,CUST-853,Home Appliances,Home Office,North,3945.83,7,0.3,0.27,Net Banking,0,1065.37,Q2,Low,Gold,Top Performer
TSC-7838,01-13-22,CUST-386,Home Appliances,Corporate,South,552.15,1,0.01,0.34,UPI,0,187.73,Q1,High,Bronze,Below Average
TSC-7839,05-09-22,CUST-336,Entertainment,Corporate,Central,3880.07,3,0.06,0.22,Net Banking,0,853.62,Q2,Low,Gold,Top Performer
TSC-7840,08-18-23,CUST-219,Personal Care,Consumer,East,1252.61,9,0.21,0.19,Net Banking,0,238.0,Q3,Low,Bronze,Below Average
TSC-7841,09-18-22,CUST-360,Personal Care,Consumer,West,,6,0.21,0.33,Credit Card,0,475.21,Q3,High,Bronze,Below Average
TSC-7842,09-21-22,CUST-509,Home Appliances,Home Office,North,3017.3,6,0.17,0.15,Debit Card,0,452.6,Q3,Low,Gold,Average
TSC-7843,03-21-23,CUST-734,Personal Care,Consumer,East,4514.58,4,0.29,0.29,Net Banking,0,1309.23,Q1,Low,Gold,Top Performer
TSC-7844,10-15-23,CUST-238,Electronics,Consumer,West,2913.11,10,0.12,0.09,Debit Card,0,262.18,Q4,Low,Silver,Average
TSC-7845,01-27-23,CUST-758,Home Appliances,Consumer,South,3262.3,9,0.13,0.09,PayPal,0,293.61,Q1,Low,Gold,Top Performer
TSC-7846,06-09-23,CUST-364,Personal Care,Home Office,East,3894.14,3,0.27,0.28,Net Banking,1,1090.36,Q2,Low,Gold,Top Performer
TSC-7847,08-16-22,CUST-549,Electronics,Consumer,West,1333.66,8,0.16,0.08,Credit Card,0,106.69,Q3,Low,Bronze,Below Average
TSC-7848,10-12-22,CUST-124,Entertainment,Home Office,North,4144.81,6,0.11,0.1,PayPal,1,414.48,Q4,Low,Gold,Top Performer
TSC-7849,11-14-22,CUST-115,Personal Care,Consumer,West,2118.9,2,0.22,0.27,UPI,0,572.1,Q4,Low,Silver,Average
TSC-7850,,CUST-720,Electronics,Corporate,Central,919.5,3,0.19,0.2,Net Banking,0,183.9,Q1,Low,Bronze,Below Average
TSC-7851,08-16-24,CUST-674,Office Supplies,Corporate,North,1783.08,1,0.09,0.25,Credit Card,0,445.77,Q3,Low,Silver,Below Average
TSC-7852,10-18-22,CUST-676,Office Supplies,Consumer,East,1268.35,3,0.09,0.39,Net Banking,0,494.66,Q4,High,Bronze,Below Average
TSC-7853,09-24-24,CUST-596,Electronics,Consumer,South,1182.13,4,0.12,0.27,Credit Card,0,319.18,Q3,Low,Bronze,Below Average
TSC-7854,06-11-22,CUST-103,Home Appliances,Consumer,North,1448.69,6,0.02,0.26,Credit Card,0,376.66,Q2,Low,Bronze,Below Average
TSC-7855,06-26-24,CUST-283,Home Appliances,Consumer,North,945.61,10,0.28,0.18,Debit Card,0,170.21,Q2,Low,Bronze,Below Average
TSC-7856,11-15-22,CUST-486,Personal Care,Home Office,North,3355.12,7,0.05,0.27,Net Banking,0,905.88,Q4,Low,Gold,Top Performer
TSC-7857,03-10-24,CUST-249,Office Supplies,Consumer,West,2920.96,3,0.06,0.05,Credit Card,0,146.05,Q1,Low,Silver,Average
TSC-7858,03-01-24,CUST-655,Home Appliances,Corporate,Central,3259.79,7,0.19,0.25,Credit Card,0,814.95,Q1,Low,Gold,Top Performer
TSC-7859,02-21-23,CUST-983,Home Appliances,Consumer,South,1751.44,4,0.22,0.07,PayPal,0,122.6,Q1,Low,Silver,Below Average
TSC-7860,11-27-22,CUST-407,Office Supplies,Consumer,South,3860.18,1,0.22,0.13,Net Banking,0,501.82,Q4,Low,Gold,Top Performer
TSC-7861,02-25-24,CUST-767,Entertainment,Corporate,Central,691.56,1,0.11,0.25,PayPal,0,172.89,Q1,Low,Bronze,Below Average
TSC-7862,11-03-23,CUST-676,Home Appliances,Corporate,West,2877.13,8,0.26,0.28,Debit Card,0,805.6,Q4,Low,Silver,Average
TSC-7863,07-18-24,CUST-557,Electronics,Consumer,West,1413.49,10,0.16,0.18,Debit Card,0,254.43,Q3,Low,Bronze,Below Average
TSC-7864,05-24-24,CUST-371,Personal Care,Corporate,Central,2661.67,7,0.13,0.2,Credit Card,0,532.33,Q2,Low,Silver,Average
TSC-7865,10-05-23,CUST-734,Home Appliances,Consumer,Central,1652.0,4,0.24,0.22,Credit Card,0,363.44,Q4,Low,Silver,Below Average
TSC-7866,02-19-22,CUST-747,Home Appliances,Home Office,East,3963.03,1,0.07,0.32,Credit Card,0,1268.17,Q1,High,Gold,Top Performer
TSC-7867,03-01-23,CUST-570,Entertainment,Consumer,West,4461.8,6,0.26,0.06,Net Banking,0,267.71,Q1,Low,Gold,Top Performer
TSC-7868,09-15-24,CUST-925,Electronics,Consumer,North,3725.78,10,0.16,0.21,Net Banking,0,782.41,Q3,Low,Gold,Top Performer
TSC-7869,08-01-23,CUST-757,Personal Care,Corporate,South,919.14,7,0.27,0.05,UPI,0,45.96,Q3,Low,Bronze,Below Average
TSC-7870,07-11-22,CUST-373,Home Appliances,Consumer,West,1410.59,6,0.06,0.16,Credit Card,0,225.69,Q3,Low,Bronze,Below Average
TSC-7871,09-02-23,CUST-589,Personal Care,Consumer,Central,4600.82,6,0.28,0.23,PayPal,0,1058.19,Q3,Low,Gold,Top Performer
TSC-7872,05-07-23,CUST-731,Office Supplies,Consumer,North,2214.24,8,0.21,0.08,UPI,0,177.14,Q2,Low,Silver,Average
TSC-7873,06-23-24,CUST-806,Home Appliances,Home Office,East,4708.84,6,0.19,0.22,Net Banking,0,1035.94,Q2,Low,Gold,Top Performer
TSC-7874,12-03-23,CUST-978,Home Appliances,Home Office,East,1992.64,2,0.13,0.37,Net Banking,0,737.28,Q4,High,Silver,Below Average
TSC-7875,03-05-22,CUST-539,Office Supplies,Corporate,North,4761.28,7,0.29,0.29,Credit Card,1,1380.77,Q1,Low,Gold,Top Performer
TSC-7876,11-19-22,CUST-479,,Consumer,North,4632.41,10,0.13,0.32,PayPal,0,1482.37,Q4,High,Gold,Top Performer
TSC-7877,07-27-24,CUST-738,Home Appliances,Corporate,Central,3319.61,4,0.15,0.25,PayPal,0,829.9,Q3,Low,Gold,Top Performer
TSC-7878,04-08-24,CUST-470,Personal Care,Consumer,Central,93.69,3,0.23,0.36,Debit Card,0,33.73,Q2,High,Bronze,Below Average
TSC-7879,08-05-22,CUST-803,Electronics,Consumer,South,2031.66,8,0.09,0.1,Credit Card,0,203.17,Q3,Low,Silver,Below Average
TSC-7880,01-03-24,CUST-611,Personal Care,Home Office,South,4560.61,10,0.09,0.21,Net Banking,0,957.73,Q1,Low,Gold,Top Performer
TSC-7881,09-14-24,CUST-668,Entertainment,Consumer,East,4431.3,5,0.23,0.26,Credit Card,0,1152.14,Q3,Low,Gold,Top Performer
TSC-7882,02-04-24,CUST-891,Electronics,Consumer,North,977.57,4,0.04,0.36,Credit Card,0,351.93,Q1,High,Bronze,Below Average
TSC-7883,07-23-23,CUST-848,Personal Care,Home Office,East,2025.95,4,0.25,0.16,Debit Card,0,324.15,Q3,Low,Silver,Below Average
TSC-7884,04-30-22,CUST-614,Personal Care,Corporate,Central,4185.77,5,0.19,0.05,Debit Card,0,209.29,Q2,Low,Gold,Top Performer
TSC-7885,01-10-22,CUST-201,Office Supplies,Consumer,West,2910.5,4,0.16,0.39,UPI,0,1135.1,Q1,High,Silver,Average
TSC-7886,06-10-23,CUST-280,Entertainment,Consumer,Central,4244.13,3,0.07,0.06,Credit Card,0,254.65,Q2,Low,Gold,Top Performer
TSC-7887,09-09-22,CUST-162,Office Supplies,Corporate,West,4141.51,4,0.24,0.1,Net Banking,0,414.15,Q3,Low,Gold,Top Performer
TSC-7888,05-14-22,CUST-525,Electronics,Consumer,North,4542.04,10,0.24,0.2,Debit Card,0,908.41,Q2,Low,Gold,Top Performer
TSC-7889,07-04-22,CUST-333,Office Supplies,Consumer,North,630.24,5,0.14,0.22,UPI,0,138.65,Q3,Low,Bronze,Below Average
TSC-7890,07-23-22,CUST-753,Entertainment,Consumer,North,768.81,2,0.12,0.34,UPI,0,261.4,Q3,High,Bronze,Below Average
TSC-7891,03-09-24,CUST-227,Home Appliances,Home Office,South,459.9,7,0.07,0.21,UPI,0,96.58,Q1,Low,Bronze,Below Average
TSC-7892,10-07-22,CUST-384,Home Appliances,Consumer,South,4679.58,5,0.23,0.24,Net Banking,0,1123.1,Q4,Low,Gold,Top Performer
TSC-7893,01-18-23,CUST-750,Electronics,Consumer,West,2402.05,9,0.19,0.12,Debit Card,0,288.25,Q1,Low,Silver,Average
TSC-7894,10-27-22,CUST-875,Home Appliances,Consumer,East,368.41,6,0.06,0.25,PayPal,0,92.1,Q4,Low,Bronze,Below Average
TSC-7895,12-28-22,CUST-151,Office Supplies,Consumer,East,1641.57,1,0.24,0.17,Net Banking,0,279.07,Q4,Low,Silver,Below Average
TSC-7896,06-30-22,CUST-808,Electronics,Consumer,West,1789.49,9,0.26,0.08,Credit Card,0,143.16,Q2,Low,Silver,Below Average
TSC-7897,06-03-23,CUST-290,Entertainment,Home Office,South,4057.32,5,0.02,0.38,PayPal,0,1541.78,Q2,High,Gold,Top Performer
TSC-7898,10-24-22,CUST-238,Electronics,Home Office,Central,3690.61,9,0.23,0.08,Net Banking,0,295.25,Q4,Low,Gold,Top Performer
TSC-7899,02-23-23,CUST-963,,Consumer,West,3462.47,1,0.26,0.29,Debit Card,0,1004.12,Q1,Low,Gold,Top Performer
TSC-7900,04-14-22,CUST-793,Personal Care,Home Office,East,158.22,2,0.3,0.37,UPI,0,58.54,Q2,High,Bronze,Below Average
TSC-7901,04-16-22,CUST-511,Personal Care,Consumer,West,4557.94,3,0.07,0.11,Net Banking,0,501.37,Q2,Low,Gold,Top Performer
TSC-7902,08-18-23,CUST-382,Electronics,Corporate,West,1117.0,5,0.11,0.13,Credit Card,0,145.21,Q3,Low,Bronze,Below Average
TSC-7903,09-05-22,CUST-768,Home Appliances,Consumer,North,3163.85,6,0.29,0.2,Credit Card,1,632.77,Q3,Low,Gold,Top Performer
TSC-7904,07-25-24,CUST-110,Personal Care,Home Office,South,356.0,5,0.03,0.15,Credit Card,0,53.4,Q3,Low,Bronze,Below Average
TSC-7905,11-11-23,CUST-727,Entertainment,Consumer,North,453.55,1,0.16,0.32,PayPal,0,145.14,Q4,High,Bronze,Below Average
TSC-7906,08-06-22,CUST-627,Office Supplies,Corporate,South,97.41,4,0.15,0.17,UPI,0,16.56,Q3,Low,Bronze,Below Average
TSC-7907,11-15-22,CUST-830,Personal Care,Corporate,West,2851.34,6,0.18,0.4,Net Banking,0,1140.54,Q4,High,Silver,Average
TSC-7908,03-28-22,CUST-445,Electronics,Consumer,South,3165.43,4,0.1,0.35,PayPal,0,1107.9,Q1,High,Gold,Top Performer
TSC-7909,09-21-23,CUST-549,Home Appliances,Consumer,East,299.79,4,0.28,0.36,Net Banking,0,107.92,Q3,High,Bronze,Below Average
